date,horizon,baseline,bull,bear,weighted_forecast,ci_lower,ci_upper,sarimax_component,resid_component
2025-01-01,1,1515.4694327396585,1706.8916220542517,1291.6465590168,1508.9892958580056,864.1163958580056,2153.8621958580056,1505.168222336216,10.30121
2025-02-01,2,1526.8360058172307,1711.4279122176197,1303.7318647146371,1519.1335588767897,874.2606588767898,2164.0064588767896,1524.7262808187565,2.109725
2025-03-01,3,1543.958030634448,1731.1434500671044,1318.7895161931815,1536.361411632726,891.488511632726,2181.234311632726,1541.848305635974,2.109725
2025-04-01,4,1558.899703690309,1748.3484081838396,1331.9296843284535,1551.3954407166439,906.5225407166439,2196.2683407166437,1556.8133747070021,2.086329
2025-05-01,5,1571.9611668136179,1763.38832158931,1343.416349113152,1564.5376342286631,919.6647342286632,2209.410534228663,1569.874837830311,2.086329
2025-06-01,6,1581.9918502269527,1775.148302425613,1352.2368767311918,1574.6721459675327,929.7992459675328,2219.5450459675326,1581.2609864769718,0.73086375
