,actual,sarimax_pred,stacked_pred
2022-07-01,185.0,70.4196064026648,70.4196064026648
2022-08-01,201.0,230.43892564019788,230.43892564019788
2022-09-01,163.0,239.36140415525375,239.36140415525375
2022-10-01,127.0,74.02055475973606,74.02055475973606
2022-11-01,53.0,130.45888450543436,130.45888450543436
2022-12-01,39.0,114.75580100357689,114.75580100357689
2023-01-01,35.0,45.92866434731949,32.15006504312365
2023-02-01,43.0,15.223132040138537,10.656192428096976
2023-03-01,33.0,108.20308501685055,75.74215951179539
2023-04-01,50.0,25.841988454192176,18.089391917934524
2023-05-01,43.0,74.52161751515224,52.16513226060657
2023-06-01,51.0,56.41628694244201,39.4914008597094
2023-07-01,55.0,69.78497441346052,56.777757006233955
2023-08-01,54.0,63.07164908674646,59.45024181631494
2023-09-01,52.0,30.10701859294001,21.07491301505801
2023-10-01,59.0,86.38566719815465,60.469967038708255
2023-11-01,68.0,24.208683732555034,31.471288852321543
2023-12-01,69.0,44.571619611052036,42.666882376936435
2024-01-01,74.0,26.135916748377042,33.976691772890156
2024-02-01,87.0,100.53617713502008,86.09347293427545
2024-03-01,81.0,59.41451029948883,77.23886338933548
2024-04-01,101.0,121.56962793663642,107.89140241936347
2024-05-01,133.0,108.32586553241542,91.73775937701991
2024-06-01,153.0,234.5388490516306,208.56060808483372
2024-07-01,183.0,160.39452681729244,132.47597060391354
2024-08-01,143.0,315.4170080088211,249.98230799661405
2024-09-01,137.0,249.0600972717606,183.62539725955358
2024-10-01,119.0,135.2904522362508,113.06402706535235
2024-11-01,119.0,83.66993391038535,60.92594587327598
2024-12-01,115.0,79.52357561903416,55.66650293332391
