,actual,sarimax_pred,stacked_pred
2024-01-01,56.0,47.054269626446306,47.054269626446306
2024-02-01,58.0,54.74135003349139,54.74135003349139
2024-03-01,64.0,52.33030482433914,52.33030482433914
2024-04-01,61.0,53.47391756593369,53.47391756593369
2024-05-01,46.0,48.86154785675383,34.20308349972768
2024-06-01,56.0,36.82622357166088,25.778356500162616
2024-07-01,80.0,69.26572877339868,48.486010141379076
2024-08-01,100.0,74.31571394664353,52.02099976265047
2024-09-01,62.0,116.06315861817208,150.88210620362372
2024-10-01,44.0,112.35302802608793,78.64711961826154
2024-11-01,35.0,136.86034850814147,95.80224395569903
2024-12-01,39.0,25.81469798077257,18.0702885865408
