,actual,sarimax_pred,stacked_pred
2022-06-01,148.0,91.68832573458938,91.68832573458938
2022-07-01,185.0,71.66337112606043,71.66337112606043
2022-08-01,201.0,137.0987554174757,137.0987554174757
2022-09-01,163.0,152.82253469021637,152.82253469021637
2022-10-01,127.0,67.69692644197178,67.69692644197178
2022-11-01,53.0,100.49407159250805,100.49407159250805
2022-12-01,39.0,200.98701659909452,-499141.4192334009
2023-01-01,35.0,168.547307705232,-602334.3901922947
2023-02-01,43.0,68.4898559054416,-622150.1976440946
2023-03-01,33.0,29.344146784299053,-622189.3433532157
2023-04-01,50.0,28.84864132489541,-622189.8388586751
2023-05-01,43.0,42.25258471464474,-629199.3099152853
2023-06-01,51.0,59.69053764152985,-145211.88758735848
2023-07-01,49.0,57.03418367631603,1.527866537644158
2023-08-01,45.0,65.51208794967077,7.557868131555537
2023-09-01,43.0,54.828919496463236,25.972079362796244
2023-10-01,59.0,52.21269094969761,12.340784669180032
2023-11-01,68.0,27.489518831112274,-58.48038320746194
2023-12-01,60.0,18.244653254012697,57.1192755989834
2024-01-01,74.0,16.990859721669555,55.865482066640254
2024-02-01,78.0,41.336714272546395,83.30564356331789
2024-03-01,72.0,65.91674373067094,92.72087428487016
2024-04-01,92.0,82.0404154473898,111.65529887024137
2024-05-01,124.0,102.29058391050673,114.61429339842176
2024-06-01,144.0,167.47834319075648,492.51731413802213
2024-07-01,174.0,184.89770946776432,175.73686752593082
2024-08-01,134.0,215.54386985550428,195.87645042191053
2024-09-01,128.0,306.1785537460795,295.971927807664
2024-10-01,110.0,256.57941783627035,235.4265762682772
2024-11-01,110.0,127.72636751988989,128.4292837844239
2024-12-01,106.0,51.82064698228878,68.73651192674679
2025-01-01,106.0,75.02097759591292,74.52962223635863
2025-02-01,86.0,127.15811664936247,127.51488835689726
2025-03-01,66.0,119.06553708128213,130.01710091642616
2025-04-01,44.0,129.46151422776688,134.85303091325272
2025-05-01,38.0,146.96085707149217,148.12135163745592
2025-06-01,67.0,106.07620637346868,906.153904127375
2025-07-01,117.0,86.10147449381344,22.00612995035641
2025-08-01,83.0,56.164293517925955,57.5134928129699
2025-09-01,67.0,60.18848746335561,61.53768675839955
2025-10-01,51.0,67.39899461518274,72.64741437684046
2025-11-01,63.0,87.61395963417318,89.865800702441
2025-12-01,53.0,94.38382795622647,91.68536284735501
2026-01-01,41.0,111.32458309303833,77.16348461281372
2026-02-01,39.0,63.69134117746795,80.93011452341521
2026-03-01,63.0,21.280221256990984,65.97004440762575
