,actual,sarimax_pred,stacked_pred
2022-06-01,192.0,311.1161380419167,311.1161380419167
2022-07-01,193.0,81.0719655162035,81.0719655162035
2022-08-01,176.0,169.33401631554884,169.33401631554884
2022-09-01,155.0,145.45974492809205,145.45974492809205
2022-10-01,116.0,75.21887111244129,75.21887111244129
2022-11-01,46.0,85.1316759762424,85.1316759762424
2022-12-01,44.0,24.415158821552836,17.090611175086984
2023-01-01,44.0,32.56581240721282,33.31188010998305
2023-02-01,42.0,188.06882941240644,185.8071283053813
2023-03-01,38.0,6.152922686081441,4.4883547386937455
2023-04-01,38.0,78.60741664692904,87.37137176320101
2023-05-01,38.0,20.65260448427267,26.84838582955447
2023-06-01,37.0,14.345042307035618,18.648554999146302
2023-07-01,37.0,124.57790004882499,123.1879525152175
2023-08-01,46.0,66.97753415983446,85.00793348234423
2023-09-01,39.0,114.15050846867808,130.6862178497816
2023-10-01,32.0,19.996261599919467,25.995140079895307
2023-11-01,38.0,10.153673171057024,13.199775122374131
2023-12-01,42.0,44.23641219933515,47.87320938904767
2024-01-01,121.0,22.24265967351817,28.91545757557362
2024-02-01,97.0,145.94590188609874,131.69317056285655
2024-03-01,86.0,119.35816209984947,114.79494112206626
2024-05-01,99.0,56.94343600280582,74.02646680364757
2024-06-01,127.0,173.07028765351785,134.99095339448465
2024-07-01,167.0,157.06515277211608,128.94358218495788
2024-08-01,167.0,99.71135207356409,70.01053878010705
2024-09-01,167.0,111.20634628791284,108.69739867705773
2024-10-01,79.0,106.07409414427407,96.91604169981606
2024-11-01,94.0,80.5352965917919,104.69588556932948
2024-12-01,114.0,177.64723710705448,135.27171830822635
