,actual,sarimax_pred,stacked_pred
2022-07-01,145.0,42.56892324626398,42.56892324626398
2022-08-01,151.0,571.2985667824041,571.2985667824041
2022-09-01,109.0,199.77850709132932,199.77850709132932
2022-10-01,77.0,84.92391223565897,84.92391223565897
2022-11-01,86.0,58.32553301752673,58.32553301752673
2022-12-01,62.0,193.9844318377472,193.9844318377472
2023-01-01,52.0,44.83995375542282,31.387967628795973
2023-02-01,52.0,31.727709036813785,22.20939632576965
2023-03-01,47.0,8.597729512330583,6.018410658631408
2023-04-01,48.0,109.90412592075356,76.93288814452748
2023-05-01,50.0,104.86224473934062,73.40357131753844
2023-06-01,48.0,38.65635329658361,27.05944730760853
2023-07-01,48.0,206.35054985867828,144.4453849010748
2023-08-01,43.0,21.026665805819288,14.718666064073503
2023-09-01,43.0,26.501714979292785,18.55120048550495
2023-10-01,41.0,32.95884219502749,23.071189536519245
2023-11-01,50.0,53.75519236030308,37.628634652212156
2023-12-01,48.0,20.95974102872555,14.671818720107884
2024-01-01,56.0,34.38577700219694,24.070043901537858
2024-02-01,58.0,180.2685630745912,126.18799415221386
2024-03-01,64.0,91.19626244524042,63.837383711668295
2024-04-01,61.0,97.58107500073945,68.30675250051762
2024-05-01,46.0,109.04126091453172,76.3288826401722
2024-06-01,56.0,44.32902473100177,31.03031731170124
2024-07-01,80.0,46.97664666313546,32.88365266419483
2024-08-01,100.0,138.21415595586876,96.74990916910814
2024-09-01,62.0,136.07911407527422,95.25537985269196
2024-10-01,44.0,34.12620128890351,23.888340902232457
2024-11-01,35.0,19.179491938694223,13.425644357085957
2024-12-01,39.0,17.937918218652904,12.556542753057034
