,actual,sarimax_pred,stacked_pred
2024-01-01,20.0,17.889224306627884,17.889224306627884
2024-02-01,20.0,18.68272050551311,18.68272050551311
2024-03-01,21.0,19.905165592968697,19.905165592968697
2024-04-01,21.0,20.033786235200818,20.033786235200818
2024-05-01,16.0,17.86087286366648,12.502611004566536
2024-06-01,16.0,13.953327905269937,9.767329533688956
2024-07-01,17.0,18.891432977086378,13.224003083960465
2024-08-01,17.0,14.396812357943238,18.71585606532621
2024-09-01,17.0,17.06612665549634,22.18596465214524
2024-10-01,16.0,17.74655520868757,12.4225886460813
2024-11-01,16.0,16.935078629676017,22.01560221857882
2024-12-01,16.0,11.880911124044667,8.316637786831267
